country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,event_id,termination_date,more_code_info,recall_initiation_date,postal_code,voluntary_mandated,status,openfda.pharm_class_cs,openfda.pharm_class_moa,openfda.pharm_class_pe,openfda.original_packager_product_ndc,application_number,brand_name,generic_name,manufacturer_name,product_ndc,route,substance_name,rxcui,spl_id,spl_set_id,package_ndc,is_original_packager,upc,nui,pharm_class_epc,unii
United States,Morgantown,781 Chestnut Ridge Rd,"CGMP Deviations: FDA lab confirmed presence an impurity, N-nitrosodiethylamine (NDEA) contained in the API used to manufacture the product.",,"23,478 bottles","Lot # 3066051, exp. date 3/2019",20181214,Product was distributed throughout the United States.,WV,"Amlodipine and Valsartan Tablets, USP, 5 mg/160 mg, 30-count bottle, Rx Only, Made in India, Manufactured for: Mylan Pharmaceuticals, Inc., Morgantown, WV 26505, U.S.A., NDC 0378-1721-93.",20181219,Class II,Mylan Pharmaceuticals Inc.,D-0311-2019,Press Release,81613,,,20181120,26505-2730,Voluntary: Firm initiated,Ongoing,,['Angiotensin 2 Receptor Antagonists [MoA]'],,,'ANDA090483','AMLODIPINE AND VALSARTAN','AMLODIPINE AND VALSARTAN','Mylan Pharmaceuticals Inc.',"'0378-1721', '0378-1722', '0378-1723', '0378-1724'",'ORAL',"'AMLODIPINE BESYLATE', 'VALSARTAN'","'722126', '722131', '722134', '722137'",'f4a12269-d473-43e9-b329-48724d619126','aa7e7d95-520a-461c-b1b3-e588aeb6a613',"'0378-1721-93', '0378-1722-93', '0378-1723-93', '0378-1724-93'",True,"'0303781721936', '0303781722933', '0303781723930', '0303781724937'","'N0000000070', 'N0000175561'",'Angiotensin 2 Receptor Blocker EPC',"'80M03YXJ7I', '864V2Q084H'"
United States,East Brunswick,1 Tower Center Blvd Ste 1700,"CGMP Deviations: FDA lab confirmed presence of an impurity, N-Methylnitrosobutyric acid (NMBA) in the finished product above the interim acceptable daily intake level at the manufacturer",,3012 bottles,Lot CLO17007A    Lot CLO17008A       Lot CLO17009A ; Exp 11/2019,20190521,Nationwide,NJ,"Losartan Potassium Tablets, USP 50 mg 1000 film coated tablets Rx Only  Manufactured by: Vivimed Life Sciences Private Limited, Plot No. 101, 102, 107 & 108  SIDCO Pharmaceutical Complex, Alathur, Kanchipuram - 603 110, Tamilnadu, India.   Manufactured for: Heritage Pharmaceuticals Inc., East Brunswick, NJ 08816. 1-866-901-DRUG (3784)  NDC 23155-645-10",20190529,Class II,"Heritage Pharmaceuticals, Inc.",D-1287-2019,Press Release,82782,20201116,,20190503,08816-1145,Voluntary: Firm initiated,Terminated,,,,,'ANDA090382','LOSARTAN POTASSIUM','LOSARTAN POTASSIUM','Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.',"'23155-644', '23155-645', '23155-646'",'ORAL','LOSARTAN POTASSIUM',"'979480', '979485', '979492'",'ab9a41fe-7b40-a543-e053-2995a90acab6','a3f034a4-c65b-4f53-9f2e-fef80c260b84',"'23155-644-03', '23155-644-09', '23155-644-10', '23155-645-03', '23155-645-09', '23155-645-10', '23155-646-03', '23155-646-09', '23155-646-10'",True,nan,nan,nan,'3ST302B24A'
United States,WILMINGTON,1800 CONCORD PIKE,Adulterated Presence of Foreign Tablets/Capsules: Some bottles may contain a small number of Nexium 20 mg capsules intended for the Japanese market in addtion to Nexium 40 mg capsules.,,"2,556 bottles","Lot #: H008328, Exp 11/14",20120711,Nationwide.,DE,"Nexium (esomeprazole magnesium) Delayed-Release Capsules, 40 mg, 1000-count bottle, Rx only, Manufactured for: AstraZeneca LP, Wilmington, DE  19850; By: AstraZeneca AB, S-151 85 Sodertalje, Sweden, NDC 0186-5040-85, UPC 3 0186-5040-85 0.",20120718,Class III,ASTRA ZENECA Lp,D-1410-2012,Letter,62439,20130411,,20120702,19803-2902,Voluntary: Firm initiated,Terminated,,,,,'NDA022101','NEXIUM','ESOMEPRAZOLE MAGNESIUM','AstraZeneca Pharmaceuticals LP',"'0186-4010', '0186-5020', '0186-4020', '0186-4040', '0186-5040', '0186-4025', '0186-4050'",'ORAL','ESOMEPRAZOLE MAGNESIUM',"'606726', '606728', '606730', '606731', '692576', '692578', '861568', '861570', '861576', '861583', '1297658', '1297660', '1297761', '1297763'",'3797ceb7-550b-4e9a-8314-8e1e4995360b','f4853677-1622-4037-688b-fdf533a11d96',"'0186-5020-31', '0186-5020-54', '0186-5020-82', '0186-4010-01', '0186-4010-02', '0186-4020-01', '0186-4040-01', '0186-4040-02', '0186-5040-31', '0186-5040-35', '0186-5040-55', '0186-5040-85', '0186-5040-54', '0186-5040-82', '0186-5040-05', '0186-4025-01', '0186-4025-02', '0186-4050-01'",True,'301865040850',nan,nan,'R6DXU4WAY9'
United States,Spring Valley,1 Ram Ridge Rd,Failed Impurities/Degradation Specifications: Out of specification for impurities.,,"a) 162,385 Bottles; b) 6949 Bottles","a)  Lot #: 24820001, Expiry: NOV 2015; Lot #: 25783601, Expiry: OCT 2016; Lot #: 25783801, Expiry: OCT 2016;  Lot #: 26731201, Expiry: AUG 2017;  Lot #: 26762002, Expiry: FEB 2018. b) Lot #:  26683201, Expiry: AUG 2017; Lot#: 26762001, Expiry: FEB 2018.",20151113,U.S. Nationwide including Puerto Rico,NY,"Meclizine Hydrochloride Tablets, USP, 12.5 mg Tablets, Packaged in a) 100 Ct Bottles (NDC: 49884-034-01) and b) 1000 Ct Bottles (NDC: 49884-034-10), Rx only. Par Pharmaceutical Companies, Inc., Spring Valley, NY 10977.",20151125,Class III,Par Pharmaceutical Inc.,D-0233-2016,Letter,72476,20170420,,20151026,10977-6714,Voluntary: Firm initiated,Terminated,,,,,'ANDA087127','MECLIZINE HYDROCHLORIDE','MECLIZINE HYDROCHLORIDE',"'Par Pharmaceutical, Inc.'","'49884-034', '49884-035'",'ORAL','MECLIZINE HYDROCHLORIDE',"'995624', '995666'",'d687dbbb-40ef-4614-93e6-c20366f3607d','74d48c40-b484-402d-8ce3-5c60f2370ed6',"'49884-035-01', '49884-035-10', '49884-034-01', '49884-034-10'",True,"'0349884034016', '0349884035013'",nan,nan,'HDP7W44CIO'
United States,Princeton,"821 Alexander Rd, Ste 204",Labeling: Not Elsewhere Classified: RFID formatting error which reads product in Ultraject syringe as expired and will not allow injection of product by the Optivantage injector.,120 W 7th St   Suite,3860 syringes,"Lots: L141C, L162A Exp. 06/2021; L146DS, Exp. 05/2021",20191009,Nationwide in the USA,NJ,"Optiray 320 (ioversol) Injection 68%, 320 mg/mL Organically Bound Iodine, packaged in 1 - 100 mL Ultraject Prefilled Syringe For Power Injection per carton, RFID Technology, Rx Only, Manufactured by: Liebel-Flarshelm Company, LLC., Raleigh, NC 27616; NDC 0019-1323-00.",20191016,Class II,GUERBET LLC,D-0137-2020,Letter,83798,,,20190913,08540-0000,Voluntary: Firm initiated,Ongoing,,['X-Ray Contrast Activity [MoA]'],,,'NDA019710','OPTIRAY','IOVERSOL','Liebel-Flarsheim Company LLC',"'0019-1323', '0019-1333', '0019-1332', '0019-1324'","'INTRA-ARTERIAL', 'INTRAVENOUS'",'IOVERSOL',nan,'e4a36c3b-837e-48da-abb4-498cdf3c7079','549d38db-d4ed-4708-8f76-7cdaa157063f',"'0019-1333-06', '0019-1333-11', '0019-1333-16', '0019-1333-21', '0019-1333-75', '0019-1333-77', '0019-1333-91', '0019-1333-83', '0019-1333-81', '0019-1333-78', '0019-1333-52', '0019-1333-95', '0019-1333-90', '0019-1333-87', '0019-1333-55', '0019-1333-85', '0019-1333-00', '0019-1333-27', '0019-1323-06', '0019-1323-11', '0019-1323-16', '0019-1323-21', '0019-1323-73', '0019-1323-75', '0019-1323-77', '0019-1323-91', '0019-1323-83', '0019-1323-81', '0019-1323-70', '0019-1323-78', '0019-1323-52', '0019-1323-95', '0019-1323-90', '0019-1323-87', '0019-1323-55', '0019-1323-85', '0019-1323-00', '0019-1323-27', '0019-1323-02', '0019-1323-04', '0019-1332-06', '0019-1332-11', '0019-1332-16', '0019-1332-21', '0019-1332-75', '0019-1332-78', '0019-1332-91', '0019-1332-83', '0019-1332-90', '0019-1332-00', '0019-1324-06', '0019-1324-11', '0019-1324-21', '0019-1324-75', '0019-1324-81', '0019-1324-78', '0019-1324-87', '0019-1324-27'",True,"'0300191323873', '0300191324870', '0300191332905', '0300191333872'","'N0000180185', 'N0000010258'",'Radiographic Contrast Agent EPC','N3RIB7X24K'
United States,Cherry Hill,2 Esterbrook Ln,Failed pH Specifications: Out of Specification pH Test Results were found in Sodium Chloride Injection USP 0.9% 2 mL vial.,,"2,100,646 Vials","a) Vial Lot #s: 078338 Exp. 7/2021; Lot 088391, Exp. 08/2021; 098340, Exp. 09/2021; 108325 Exp. 10/2021; 010018 Exp. 1/2023; b) Carton Lot #: 068322, Exp. 06/2021.",20201120,Nationwide in the U.S.,NJ,"Sodium Chloride Injection, USP, 0.9%, 0.308 mOsmol/mL, 2mL Single Dose Vial, Preservative Free, For use as a sterile diluent, Rx Only, Mfd. by. West-ward Eatontown, NJ 07724 USA, a) Vial NDC 0641-0497-17, b) Carton of 25 vials NDC 0641-0497-25.",20201125,Class II,Hikma Pharmaceuticals USA Inc.,D-0101-2021,Letter,86685,,,20201103,08003-4002,Voluntary: Firm initiated,Ongoing,,,,,'ANDA201833','SODIUM CHLORIDE','SODIUM CHLORIDE','West-Ward Pharmaceuticals Corp.',"'0641-0497', '0641-6144'","'INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS'",'SODIUM CHLORIDE',"'1807636', '1807637'",'8b0a93ae-1bcc-4f84-921a-d959a4fe161e','e5ee8caa-b6ca-45ba-98fb-8305e6282141',"'0641-0497-17', '0641-0497-25', '0641-6144-01', '0641-6144-25'",True,nan,nan,nan,'451W47IQ8X'
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,AR172033B 11/2019  AR180024A 12/2019  AR180025A 12/2019  AR180118A 12/2019  AR180119A 12/2019  AR180519A 3/2020  AR180615A 3/2020  AR181795A 11/2020  AR181921B 12/2020  AR190705A 4/2021  AR172029A 11/2019  AR172030A 11/2019  AR180021A 12/2019  AR180022A 12/2019  AR180023A 12/2019  AR180123A 12/2019  AR180144A 1/2020  AR180145A 1/2020  AR180146A 1/2020  AR180147A 1/2020  AR180402A 2/2020  AR180465A 2/2020  AR180466A 2/2020  AR180467A 2/2020  AR180468A 2/2020  AR180613A 3/2020  AR181156A 7/2020  AR181157A 7/2020  AR190418B 2/2021  AR171800A 11/2019  AR171801A 11/2019  AR171802A 11/2019  AR171803A 11/2019  AR171804A 11/2019  AR171931A 11/2019  AR171932A 11/2019  AR171933A 11/2019  AR171934A 11/2019  AR171935A 11/2019  AR171936A 11/2019  AR171937A 11/2019  AR172026A 11/2019  AR172027A 11/2019  AR172028A 11/2019  AR172031A 11/2019  AR172032A 11/2019  AR172033A 11/2019  AR172034A 11/2019  AR172035A 11/2019  AR180030A 12/2019  AR180031A 12/2019  AR180032A 12/2019  AR180033A 12/2019  AR180034A 12/2019  AR180113A 12/2019  AR180114A 12/2019  AR180115A 12/2019  AR180117A 12/2019  AR180120A 12/2019  AR180121A 12/2019  AR180122A 12/2019  AR180148A 1/2020  AR180198A 1/2020  AR180199A 1/2020  AR180200A 1/2020  AR180201A 1/2020  AR180202A 1/2020  AR180257A 1/2020  AR180258A 1/2020  AR180335A 2/2020  AR180336A 2/2020  AR180337A 2/2020  AR180338A 2/2020  AR180339A 2/2020  AR180374A 2/2020  AR180375A 2/2020  AR180376B 2/2020  AR180403A 2/2020  AR180404A 2/2020  AR180405A 2/2020  AR180406A 2/2020  AR180424A 2/2020  AR180486A 3/2020  AR180487A 3/2020  AR180488A 3/2020  AR180515A 3/2020  AR180516A 3/2020  AR180517A 3/2020  AR180518A 3/2020  AR180638A 3/2020  AR180640A 4/2020  AR180641A 4/2020  AR181920A 12/2020  AR181921A 12/2020  AR190414B 2/2021  AR190415A 2/2021  AR190416A 2/2021  AR190417A 2/2021  AR190418A 2/2021  AR190543A 3/2021  AR190544A 3/2021  AR190545A 3/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Tablets, USP 300 mg - a).30-count bottles (NDC 65162-254-30), b).100-count bottles (NDC 65162-254-10) and c). 250-count bottles (NDC 65162-254-25).",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0613-2020,Press Release,84353,,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,,,,,'ANDA077824','RANITIDINE','RANITIDINE','Amneal Pharmaceuticals LLC',"'65162-253', '65162-254'",'ORAL','RANITIDINE HYDROCHLORIDE',"'198191', '198193'",'21e115aa-b8fc-46fd-b15c-1bcad41f4604','9f416ce0-012f-4194-9382-74ac71e4b2a9',"'65162-253-06', '65162-253-10', '65162-253-11', '65162-253-18', '65162-253-50', '65162-254-03', '65162-254-10', '65162-254-11', '65162-254-25', '65162-254-30'",True,"'0365162254037', '0365162253061'",nan,nan,'BK76465IHM'
United States,Livonia,17177 N Laurel Park Dr Ste 233,Failed Dissolution Specifications: Out of specification for dissolution.,,841 cartons,"Lots: T02520, T02637, exp 02/2021",20201201,Nationwide,MI,"Aripiprazole Tablets, USP, 15 mg, 30 tablets per unit dose carton, Rx Only, Manufactured by: Apotex, Inc, Toronto, Ontario Canada M9L 1T9, Distributed by: Major Pharmaceuticals, 17177 N. Laurel Park Dr., Suite 233, Livonia, MI 48152 USA, NDC 0904-6512-04",20201209,Class II,The Harvard Drug Group,D-0114-2021,Letter,86787,,,20201118,48152-3951,Voluntary: Firm initiated,Ongoing,,,,"['60505-3075', '60505-2673', '60505-2674', '60505-2675', '60505-2676', '60505-2677']",'ANDA078583','ARIPIPRAZOLE','ARIPIPRAZOLE','Major Pharmaceuticals',"'0904-6509', '0904-6510', '0904-6511', '0904-6512', '0904-6513', '0904-6514'",'ORAL','ARIPIPRAZOLE',"'349490', '349545', '349547', '349553', '402131', '602964'",'143dfc7c-a38f-4da8-a28c-2863670945d5','3279b9dc-8efd-463b-8f15-e26162ed78e3',"'0904-6509-04', '0904-6510-61', '0904-6510-06', '0904-6511-61', '0904-6511-06', '0904-6512-04', '0904-6513-04', '0904-6514-04'",nan,nan,'N0000175430','Atypical Antipsychotic EPC','82VFR53I78'
United States,Lexington,65 Hayden Ave,Presence of Particulate Matter: Potential presence of glass particulate matter in the vials.,,"4,966,575 Vials","Lot #: 081753F, 081803F, 081853F, Exp 08/2014; 090103F, 090153F, 090303F, 090353F, 090403F, 090453F, 090503F, Exp 09/2014; 100503F, 100553F, 100603F, 100653F, 100703F, 100753F, 100803F, 100853F, 100903F, Exp 10/2014; 101303F, 110303F, 110353F, 110403F, 110453F,   110503F, 110603F, 110653F, 110703F, Exp 11/2014; 120303F, 120353F, 120403F, 120453F, 120503F, 120553F, 120653F, 120703F, Exp 12/2014; 140453F, Exp 02/2015; 140603F, 140653F, 140703F, 150203F, 150253F, 150303F, 150353F, 150403F, 150453F, Exp 03/2015; 160853F, 160903F,   160953F, 161003F, 161053F, 161103F, Exp 05/2015; 181003F, 181053F, 181103F, 181153F, 181603F, 181653F, 181703F, Exp 06/2015; 201503F, 201553F, 201603F, Exp 08/2015; 201753F, 210453F, Exp 09/2015; 210503F, 210553F, 210603F, 210653F, 220353F, 220403F, 220453F, Exp 10/2015; 220503F, 220553F, 220603F, 230303F, 230353F, 230403F, 230453F, 230503F, 230553F, Exp 11/2015; 240053F, 240153F, 240203F, 240253F, 240303F, Exp 12/2015; 260603F, 260653F, 260703F, Exp 02/2016; 271303F, 271353F, 271403F, 271453F, 271503F, 271553F, Exp 03/2016; 280203F, 280253F, 280303F, 280403F, Exp 04/2016; 290203F, 290303F, 290353F, Exp 06/2016.",20141001,"Nationwide   Foreign:  Israel, Taiwan",MA,"CUBICIN (daptomycin for injection), 500 mg single-use vial, Rx only, Manufactured for: Cubist Pharmaceuticals, Inc., Lexington, MA 02421, NDC 67919-011-01, UPC 3 67919-011-01 6.",20141008,Class I,"Cubist Pharmaceuticals, Inc.",D-0001-2015,Press Release,68969,20160629,,20140801,02421-7994,Voluntary: Firm Initiated,Terminated,['Lipopeptides [CS]'],,,,'NDA021572','CUBICIN','DAPTOMYCIN','Merck Sharp & Dohme Corp.','67919-011','INTRAVENOUS','DAPTOMYCIN',"'403920', '404652'",'39ec2191-a01c-4860-a5f0-42c48b3ffef5','a7975871-46a6-4e9b-a8b5-38bfcb465f0e','67919-011-01',True,'367919011016',"'N0000175509', 'M0519359'",'Lipopeptide Antibacterial EPC','NWQ5N31VKK'
United States,Morgantown,781 Chestnut Ridge Rd,Labeling: Label Error on Declared Strength- Unopened bottles of Ropinirole USP 3 mg tablets was found to be incorrectly labeled as Ropinirole USP 4 mg tablets..,,"3,048 bottles","Lot # ZRMB11004, Exp 09/13",20130530,Nationwide,WV,"Ropinirole hydrochloride tablets, USP 4 mg, 100-count bottle (NDC 0378-5504-01), Rx only, Manufactured for:  Mylan Pharmaceuticals, Inc., Morgantown, WV 26505 U.S.A.  Made in India",20130605,Class II,Mylan Pharmaceuticals Inc.,D-500-2013,Letter,65008,20140414,,20130422,26505-2730,Voluntary: Firm initiated,Terminated,,,,,'ANDA078881','ROPINIROLE','ROPINIROLE','Mylan Pharmaceuticals Inc.',"'0378-5501', '0378-5525', '0378-5550', '0378-5502', '0378-5503', '0378-5504', '0378-5505'",'ORAL','ROPINIROLE HYDROCHLORIDE',nan,'134e48b7-a81b-41e5-8214-b6b08f9da998','f5ce07b9-ad0d-4b72-9daf-8662775af093',"'0378-5525-01', '0378-5550-01', '0378-5501-01', '0378-5502-01', '0378-5503-01', '0378-5504-01', '0378-5505-01'",True,nan,nan,nan,'D7ZD41RZI9'
United States,Zebulon,1011 N Arendell Ave,Defective Delivery System: Some canisters may not contain sufficient propellant to deliver the labeled claim of 200 actuations through the end of shelf life.,,"128,704 Inhalers","Lot #s: 5ZP1708, Exp. 12/2016; 5ZP1951, Exp. 02/2017",20151209,MS and VT,NC,"Ventolin HFA (albuterol sulfate) Inhalation Aerosol, 90 mcg per actuation, 200 Metered Inhalations, Rx Only, For Oral Inhalation Only, Net Wt. 18 g, GlaxoSmithKline, Research Triangle Park, NC 27709, NDC 0173-0682-20",20151216,Class II,"GlaxoSmithKline, LLC",D-0519-2016,Letter,72800,20161025,,20151203,27597-2309,Voluntary: Firm initiated,Terminated,,,,,'NDA020983','VENTOLIN','ALBUTEROL SULFATE','GlaxoSmithKline LLC','0173-0682','RESPIRATORY (INHALATION)','ALBUTEROL SULFATE',"'801092', '801095', '859088', '2123076'",'711915f0-e15a-4427-a7ce-b339b49ddb3d','d92c5d6b-ff10-4087-36a2-1cfc464cb967',"'0173-0682-20', '0173-0682-24'",True,nan,nan,nan,'021SEF3731'
United States,Lake Zurich,3 Corporate Dr,Failed Impuities/Degradation Specifications,,"40,280 vials",Lot # 6108831; Exp. 07/16,20160524,Nationwide and Puerto Rico.,IL,"OCTREOTIDE ACETATE INJECTION, 50 mcg (base)/mL (0.05 mg/mL), 1 mL Single Dose Vial, Rx only, Manufactured by Fresenius Kabi USA, LLC, Schaumburg, IL 60173, NDC 63323-365-04",20160601,Class II,"Fresenius Kabi USA, LLC",D-0867-2016,Letter,73811,20170123,,20160504,60047-8930,Voluntary: Firm initiated,Terminated,,,,,'ANDA077457','OCTREOTIDE','OCTREOTIDE ACETATE',"'Fresenius Kabi USA, LLC'","'63323-365', '63323-377', '63323-376'","'INTRAVENOUS', 'SUBCUTANEOUS'",'OCTREOTIDE ACETATE',"'312068', '312069', '312070'",'925e3d96-869c-6bdd-e053-2a95a90a1fa6','d6a9a800-889d-417f-b533-1913197d0022',"'63323-365-04', '63323-377-04', '63323-376-04'",True,nan,nan,nan,'75R0U2568I'
United States,Princeton,107 College Rd E,Failed Dissolution Specifications: out of specification results observed for low dissolution.,,"223,650 cartons","Lot #: KB50414, KB50456, Exp 05/17; KB50457, KB50458, KB50459, KB50460, Exp 06/17; KB50580, KB50581, KB50582, KB50583, KB50599, KB50600, Exp 07/17; KB50646, KB50647, KB50721, KB50722, KB50723, KB50724, Exp 09/17; KB50833, KB50834, KB50835, KB50836, KB50837, Exp 10/17; KB50902, KB50903, KB50904, Exp 11/17; KB60037, KB60038, KB60039, KB60040, KB60041, Exp 12/17;  KB60109, KB60110, KB60111, KB60112, KB60113, Exp 01/18; 01KB60249, 01KB60266, 01KB60268, 01KB60269, 01KB60284, Exp 03/18; 01KB60369, 01KB60372, 79KB60368, 79KB60371, Exp 05/18; 79KB60507, 79KB60508, 79KB60509, 79KB60510, 79KB60511, 79KB60512, 79KB60513, 79KB60514, 79KB60515, 79KB60516, Exp 07/18; 79KB60570, 79KB60571, 79KB60585, 79KB60586, Exp 08/18;",20170602,Nationwide in the USA and Puerto Rico,NJ,"Zenatane (isotretinoin) Capsules, USP, 30 mg, 30-count (3 x 10 Prescription Packs) per carton, Rx Only, Manufactured By: Cipla Limited, Kurkumbh Village, Pune 413802 India, Manufactured For: Dr. Reddy's Laboratories, Bachupally 500 090 India, NDC 55111-113-81",20170614,Class II,"Dr. Reddy's Laboratories, Inc.",D-0885-2017,Letter,77353,20181119,,20170522,08540-6623,Voluntary: Firm initiated,Terminated,['Retinoids [CS]'],,,,'ANDA202099','ZENATANE','ISOTRETINOIN',"""Dr. Reddy's Laboratories Limited""","'55111-113', '55111-135', '55111-136', '55111-137'",'ORAL','ISOTRETINOIN',"'197843', '197844', '197845', '403930', '1373333', '1373335', '1373337', '1605088'",'1f5178c1-0f6f-824d-d0ee-1b973377ccc6','27b3cf26-f22e-5b70-1c24-009933b7c6ee',"'55111-135-79', '55111-135-81', '55111-136-79', '55111-136-81', '55111-137-79', '55111-137-81', '55111-113-79', '55111-113-81', '55111-113-78'",True,nan,"'N0000175607', 'M0018962'",'Retinoid EPC','EH28UP18IF'
United States,Bronx,1700 Bathgate Ave,Failed Degradation/Impurities Specifications: Out of specification related substance results during stability testing.,,12252 bottles,"Lot #: 7DT0280, 7ET0565, Exp. 02/19",20190220,Nationwide within the United States,NY,"Ciclopirox shampoo 1%,120 mL bottle, Rx only, Manufactured By Perrigo Bronx, NY 10457 Distributed by Perrigo Allegan, MI 49010, 45802-401-09",20190227,Class III,"Perrigo New York, Inc.",D-0512-2019,Letter,82127,,,20190213,10457-7512,Voluntary: Firm initiated,Ongoing,,['Protein Synthesis Inhibitors [MoA]'],"['Decreased DNA Replication [PE]', 'Decreased Protein Synthesis [PE]', 'Decreased RNA Replication [PE]']",,'ANDA078594','CICLOPIROX','CICLOPIROX','Perrigo New York Inc','45802-401','TOPICAL','CICLOPIROX','250344','e3ad112c-6dfb-4f7b-a643-c3dfe975ca05','c3722d52-407c-499b-a08b-b299609f203c','45802-401-09',True,nan,"'N0000008577', 'N0000008841', 'N0000008853', 'N0000000150'",nan,'19W019ZDRJ'
United States,Princeton,100 College Rd W,Labeling: Incorrect or missing package insert.,,"76,644 bottles","Lot #s: 289210F, Exp. 10/31/2019; 290632F, Exp. 10/31/2020",20191028,Nationwide in the U.S.,NJ,"Gatifloxacin Ophthalmic Solution 0.5%, For Use in the Eyes Only, Rx Only, Sterile, 2.5 mL bottle, Manufactured by Alcon Laboratories, Inc. Fort Worth, Texas 76134 for Sandoz Inc. Princeton, NJ 08540, Product of India, NDC 61314-672-25.",20191106,Class III,Sandoz Inc,D-0163-2020,Letter,84082,,,20191017,08540-6604,Voluntary: Firm initiated,Ongoing,,,,,'ANDA204227','GATIFLOXACIN','GATIFLOXACIN','Sandoz Inc','61314-672','OPHTHALMIC','GATIFLOXACIN','992395','855a6b70-9e06-4c8e-8d6f-f96ce8dbba12','9e6fcd14-1fee-493f-811c-e18cbfbee65b','61314-672-25',True,nan,nan,nan,'L4618BD7KJ'
United States,Bristol,501 5th Street,Subpotent Drug: The products were below specification for potency at the expiry stability point.,,"56,405 bottles","Lot # a) 65066, Exp. 5/13 and 65644, Exp. 7/13; b) 64327, Exp. 4/13 and 65772, Exp. 7/13",20130520,Nationwide and Puerto Rico,TN,"Levoxyl (levothyroxine sodium) tablets, USP, 150 mcg, packaged in a) 100-count bottles (NDC 60793-858-01) and b) 1000-count bottles (NDC 60793-858-10), Rx only, Manufactured and Distributed by:  King Pharmaceuticals, Inc., Bristol, TN  37620",20130529,Class II,"King Legacy, a wholly owned subsidiary of Pfizer",D-429-2013,Letter,65172,20160630,,20130430,37620-2304,Voluntary: Firm Initiated,Terminated,,,,,'NDA021301','LEVOXYL','LEVOTHYROXINE SODIUM','Pfizer Laboratories Div Pfizer Inc',"'60793-850', '60793-851', '60793-852', '60793-853', '60793-854', '60793-855', '60793-856', '60793-857', '60793-858', '60793-859', '60793-860'",'ORAL','LEVOTHYROXINE SODIUM',"'892246', '892251', '966157', '966164', '966170', '966175', '966184', '966190', '966194', '966200', '966204', '966211', '966220', '966221', '966222', '966224', '966225', '966248', '966249', '966253', '966270', '966283'",'e230c170-2a16-47d0-bce7-ac0414c192f7','758588c3-c63e-491b-0aa2-4f50d80cb174',"'60793-850-10', '60793-850-01', '60793-851-10', '60793-851-01', '60793-852-10', '60793-852-01', '60793-853-10', '60793-853-01', '60793-854-10', '60793-854-01', '60793-855-10', '60793-855-01', '60793-856-10', '60793-856-01', '60793-857-10', '60793-857-01', '60793-858-10', '60793-858-01', '60793-859-10', '60793-859-01', '60793-860-10', '60793-860-01'",True,"'0360793856018', '0360793850016', '0360793852010', '0360793851013', '0360793857015', '0360793853017', '0360793854014', '0360793858012', '0360793855011', '0360793859019', '0360793860015'",nan,nan,'9J765S329G'
United States,Princeton,107 College Rd E,Subpotent drug,,,"Lot #: a) C401537, Exp 07/2015; b) C401539, Exp 07/2015",20150618,Nationwide,NJ,"Amlodipine besylate and Atorvastatin calcium tablets, 10mg/10mg, packaged in a)30-count bottle (NDC 43598-321-30), b) 90-count bottle (NDC 43598-321-90), Rx Only, Manufactured by Dr. Reddy's Laboratories Limited Bachupally, 500 090 India",20150624,Class III,"Dr. Reddy's Laboratories, Inc.",D-1144-2015,Letter,71375,20160331,,20150506,08540-6623,Voluntary: Firm initiated,Terminated,,,,,'ANDA203874','AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM','AMLODIPINE BESYLATE AND ATORVASTATIN CALCIUM',"""Dr. Reddy's Laboratories Inc""","'43598-313', '43598-323', '43598-320', '43598-317', '43598-322', '43598-319', '43598-316', '43598-314', '43598-321', '43598-318', '43598-315'",'ORAL',"'AMLODIPINE BESYLATE', 'ATORVASTATIN CALCIUM TRIHYDRATE'",nan,'54058ac6-94e2-d2d3-5c46-886b3478fc76','abee4a34-89cc-d886-192c-32582ab8f024',"'43598-323-30', '43598-323-60', '43598-323-90', '43598-323-05', '43598-320-30', '43598-320-60', '43598-320-90', '43598-320-05', '43598-317-30', '43598-317-60', '43598-317-90', '43598-317-05', '43598-322-30', '43598-322-60', '43598-322-90', '43598-322-05', '43598-319-30', '43598-319-60', '43598-319-90', '43598-319-05', '43598-316-30', '43598-316-60', '43598-316-90', '43598-316-05', '43598-314-30', '43598-314-60', '43598-314-90', '43598-314-05', '43598-321-30', '43598-321-60', '43598-321-90', '43598-321-05', '43598-318-30', '43598-318-60', '43598-318-90', '43598-318-05', '43598-315-30', '43598-315-60', '43598-315-90', '43598-315-05', '43598-313-30', '43598-313-60', '43598-313-90', '43598-313-05'",True,"'0343598323305', '0343598315300', '0343598320304', '0343598317304', '0343598313306', '0343598322308', '0343598319308', '0343598316307', '0343598314303'",nan,nan,"'48A5M73Z4Q', '864V2Q084H'"
